TIME,EURUSD,GBPUSD,AUDUSD,USDJPY,XAUUSD
2019.09.23 13:00:28,34.09,40.16,63.44,53.45,48.99
2019.09.23 13:01:09,34.09,40.16,63.44,53.45,48.99
2019.09.23 13:02:49,34.06,39.98,63.43,54.28,48.84
2019.09.23 13:08:08,34.06,39.98,63.43,54.28,48.84
2019.09.23 13:13:09,34.06,39.98,63.43,54.28,48.84
2019.09.23 13:18:08,34.06,39.98,63.43,54.28,48.84
2019.09.23 13:23:08,34.06,39.98,63.43,54.28,48.84
2019.09.23 13:28:08,34.06,39.98,63.43,54.28,48.84
2019.09.23 13:33:09,,,,,
2019.09.23 13:38:08,34.04,40.02,63.42,54.19,48.82
2019.09.23 13:43:08,34.04,40.02,63.42,54.19,48.82
2019.09.23 13:48:09,34.04,40.02,63.42,54.19,48.82
2019.09.23 13:53:08,34.04,40.02,63.42,54.19,48.82
2019.09.23 13:58:08,34.04,40.02,63.42,54.19,48.82
2019.09.23 14:03:08,33.98,39.9,63.5,54.22,48.86
2019.09.23 14:08:29,33.98,39.9,63.5,54.22,48.86
2019.09.23 14:13:08,33.98,39.9,63.5,54.22,48.86
2019.09.23 14:18:10,33.98,39.9,63.5,54.22,48.86
2019.09.23 14:23:08,33.98,39.9,63.5,54.22,48.86
2019.09.23 14:28:09,33.98,39.9,63.5,54.22,48.86
2019.09.23 14:33:08,34.21,40.79,63.49,54.38,48.88
2019.09.23 14:38:08,34.21,40.79,63.49,54.38,48.88
2019.09.23 14:43:08,34.21,40.79,63.49,54.38,48.88
2019.09.23 14:48:08,34.21,40.79,63.49,54.38,48.88
2019.09.23 14:53:08,34.21,40.79,63.49,54.38,48.88
2019.09.23 14:58:08,34.21,40.79,63.49,54.38,48.88
2019.09.23 15:03:08,34.2,40.73,63.49,53.61,48.87
2019.09.23 15:08:08,34.2,40.73,63.49,53.61,48.87
2019.09.23 15:13:08,34.2,40.73,63.49,53.61,48.87
2019.09.23 15:18:09,34.2,40.73,63.49,53.61,48.87
2019.09.23 15:23:08,34.2,40.73,63.49,53.61,48.87
2019.09.23 15:28:08,34.2,40.73,63.49,53.61,48.87
2019.09.23 15:33:08,33.94,40.76,63.5,53.54,48.93
2019.09.23 15:38:08,33.94,40.76,63.5,53.54,48.93
2019.09.23 15:43:08,33.94,40.76,63.5,53.54,48.93
2019.09.23 15:48:08,33.94,40.76,63.5,53.54,48.93
2019.09.23 15:53:08,33.94,40.76,63.5,53.54,48.93
2019.09.23 15:58:08,33.94,40.76,63.5,53.54,48.93
2019.09.23 16:03:08,34.02,40.31,63.41,52.97,48.25
2019.09.23 16:08:08,34.02,40.31,63.41,52.97,48.25
2019.09.23 16:13:09,34.02,40.31,63.41,52.97,48.25
2019.09.23 16:18:08,34.02,40.31,63.41,52.97,48.25
2019.09.23 16:23:08,34.02,40.31,63.41,52.97,48.25
2019.09.23 16:28:08,34.02,40.31,63.41,52.97,48.25
2019.09.23 16:33:08,33.92,40.3,64.15,53.26,48.74
2019.09.23 16:38:08,33.92,40.3,64.15,53.26,48.74
2019.09.23 16:43:08,33.92,40.3,64.15,53.26,48.74
2019.09.23 16:48:08,33.92,40.3,64.15,53.26,48.74
2019.09.23 16:53:08,33.92,40.3,64.15,53.26,48.74
2019.09.23 16:58:08,33.92,40.3,64.15,53.26,48.74
2019.09.23 17:03:08,33.79,40.34,64.18,53.21,48.26
2019.09.23 17:08:08,33.79,40.34,64.18,53.21,48.26
2019.09.23 17:13:12,33.79,40.34,64.18,53.21,48.26
2019.09.23 17:18:09,33.79,40.34,64.18,53.21,48.26
2019.09.23 17:23:08,33.79,40.34,64.18,53.21,48.26
2019.09.23 17:28:08,33.79,40.34,64.18,53.21,48.26
2019.09.23 17:33:08,33.93,40.06,64.56,53.5,48.05
2019.09.23 17:38:08,33.93,40.06,64.56,53.5,48.05
2019.09.23 17:43:08,33.93,40.06,64.56,53.5,48.05
2019.09.23 17:48:08,33.93,40.06,64.56,53.5,48.05
2019.09.23 17:53:08,33.93,40.06,64.56,53.5,48.05
2019.09.23 17:58:08,33.93,40.06,64.56,53.5,48.05
2019.09.23 18:03:08,33.29,39.92,64.73,53.47,48.58
2019.09.23 18:08:11,33.29,39.92,64.73,53.47,48.58
2019.09.23 18:13:09,33.29,39.92,64.73,53.47,48.58
2019.09.23 18:18:08,33.29,39.92,64.73,53.47,48.58
2019.09.23 18:23:08,33.29,39.92,64.73,53.47,48.58
2019.09.23 18:28:08,33.29,39.92,64.73,53.47,48.58
2019.09.23 18:33:08,33.25,39.89,64.53,53.24,47.88
2019.09.23 18:38:08,33.25,39.89,64.53,53.24,47.88
2019.09.23 18:43:08,33.25,39.89,64.53,53.24,47.88
2019.09.23 18:48:08,33.25,39.89,64.53,53.24,47.88
2019.09.23 18:53:08,33.25,39.89,64.53,53.24,47.88
2019.09.23 18:58:08,33.25,39.89,64.53,53.24,47.88
2019.09.23 19:03:08,33.29,39.9,64.63,53.4,47.99
2019.09.23 19:08:09,33.29,39.9,64.63,53.4,47.99
2019.09.23 19:12:09,33.29,39.9,64.63,53.4,47.99
2019.09.23 19:18:08,33.29,39.9,64.63,53.4,47.99
2019.09.23 19:23:08,33.29,39.9,64.63,53.4,47.99
2019.09.23 19:28:08,33.29,39.9,64.63,53.4,47.99
2019.09.23 19:33:08,33.27,39.89,64.76,53.39,46.71
2019.09.23 19:38:08,33.27,39.89,64.76,53.39,46.71
2019.09.23 19:43:08,33.27,39.89,64.76,53.39,46.71
2019.09.23 19:48:08,33.27,39.89,64.76,53.39,46.71
2019.09.23 19:53:08,33.27,39.89,64.76,53.39,46.71
2019.09.23 19:58:09,33.27,39.89,64.76,53.39,46.71
2019.09.23 20:03:08,33.35,39.89,64.62,53.34,46.71
2019.09.23 20:08:08,33.35,39.89,64.62,53.34,46.71
2019.09.23 20:13:08,33.35,39.89,64.62,53.34,46.71
2019.09.23 20:18:08,33.35,39.89,64.62,53.34,46.71
2019.09.23 20:23:08,33.35,39.89,64.62,53.34,46.71
2019.09.23 20:28:08,33.35,39.89,64.62,53.34,46.71
2019.09.23 20:33:08,33.32,40.04,64.56,53.43,46.6
2019.09.23 20:38:08,33.32,40.04,64.56,53.43,46.6
2019.09.23 20:43:09,33.32,40.04,64.56,53.43,46.6
2019.09.23 20:48:08,33.32,40.04,64.56,53.43,46.6
2019.09.23 20:53:08,33.32,40.04,64.56,53.43,46.6
2019.09.23 20:58:08,33.32,40.04,64.56,53.43,46.6
2019.09.23 21:03:10,33.3,40.04,64.48,53.35,46.58
2019.09.23 21:08:08,33.3,40.04,64.48,53.35,46.58
2019.09.23 21:13:08,33.3,40.04,64.48,53.35,46.58
2019.09.23 21:18:08,33.3,40.04,64.48,53.35,46.58
2019.09.23 21:23:08,33.3,40.04,64.48,53.35,46.58
2019.09.23 21:28:08,33.3,40.04,64.48,53.35,46.58
2019.09.23 21:33:08,33.32,40.17,64.47,53.41,46.82
2019.09.23 21:38:08,33.32,40.17,64.47,53.41,46.82
2019.09.23 21:43:09,33.32,40.17,64.47,53.41,46.82
2019.09.23 21:48:08,33.32,40.17,64.47,53.41,46.82
2019.09.23 21:53:09,33.32,40.17,64.47,53.41,46.82
2019.09.23 21:58:15,33.32,40.17,64.47,53.41,46.82
2019.09.23 22:03:08,33.28,40.14,64.49,53.6,46.55
2019.09.23 22:08:08,33.28,40.14,64.49,53.6,46.55
2019.09.23 22:13:08,33.28,40.14,64.49,53.6,46.55
2019.09.23 22:18:08,33.28,40.14,64.49,53.6,46.55
2019.09.23 22:23:08,33.28,40.14,64.49,53.6,46.55
2019.09.23 22:28:09,33.28,40.14,64.49,53.6,46.55
2019.09.23 22:33:08,33.26,40.14,64.49,53.19,46.53
2019.09.23 22:38:11,33.26,40.14,64.49,53.19,46.53
2019.09.23 22:43:14,33.26,40.14,64.49,53.19,46.53
2019.09.23 22:48:08,33.26,40.14,64.49,53.19,46.53
2019.09.23 22:53:08,33.26,40.14,64.49,53.19,46.53
2019.09.23 22:58:08,33.26,40.14,64.49,53.19,46.53
2019.09.23 23:03:08,33.26,40.13,64.49,53.29,46.6
2019.09.23 23:08:08,33.26,40.13,64.49,53.29,46.6
2019.09.23 23:13:08,33.26,40.13,64.49,53.29,46.6
2019.09.23 23:18:09,33.26,40.13,64.49,53.29,46.6
2019.09.23 23:23:08,33.26,40.13,64.49,53.29,46.6
2019.09.23 23:28:08,33.26,40.13,64.49,53.29,46.6
2019.09.23 23:33:08,33.27,40.13,64.51,53.43,46.6
2019.09.23 23:38:08,33.27,40.13,64.51,53.43,46.6
2019.09.23 23:43:11,33.27,40.13,64.51,53.43,46.6
2019.09.23 23:48:08,33.27,40.13,64.51,53.43,46.6
2019.09.23 23:53:08,33.27,40.13,64.51,53.43,46.6
2019.09.23 23:58:12,33.27,40.13,64.51,53.43,46.6
2019.09.24 00:03:08,33.3,40.1,64.55,53.1,46.52
2019.09.24 00:08:08,33.3,40.1,64.55,53.1,46.52
2019.09.24 00:13:08,33.3,40.1,64.55,53.1,46.52
2019.09.24 00:18:09,33.3,40.1,64.55,53.1,46.52
2019.09.24 00:23:08,33.3,40.1,64.55,53.1,46.52
2019.09.24 00:28:08,33.3,40.1,64.55,53.1,46.52
2019.09.24 00:33:08,34.9,40.71,64.09,50.76,46.33
2019.09.24 00:38:08,34.9,40.71,64.09,50.76,46.33
2019.09.24 00:43:08,34.9,40.71,64.09,50.76,46.33
2019.09.24 00:48:08,34.9,40.71,64.09,50.76,46.33
2019.09.24 00:53:08,34.9,40.71,64.09,50.76,46.33
2019.09.24 00:58:08,34.9,40.71,64.09,50.76,46.33
2019.09.24 01:03:08,34.78,40.2,63.22,50.32,46.22
2019.09.24 01:08:08,34.78,40.2,63.22,50.32,46.22
2019.09.24 01:13:08,34.78,40.2,63.22,50.32,46.22
2019.09.24 01:18:09,34.78,40.2,63.22,50.32,46.22
2019.09.24 01:23:08,34.78,40.2,63.22,50.32,46.22
2019.09.24 01:28:08,34.78,40.2,63.22,50.32,46.22
2019.09.24 01:33:08,34.58,40.19,63.16,50.41,46.2
2019.09.24 01:38:08,34.58,40.19,63.16,50.41,46.2
2019.09.24 01:43:08,34.58,40.19,63.16,50.41,46.2
2019.09.24 01:48:08,34.58,40.19,63.16,50.41,46.2
2019.09.24 01:53:08,34.58,40.19,63.16,50.41,46.2
2019.09.24 01:58:08,34.58,40.19,63.16,50.41,46.2
2019.09.24 02:03:08,34.66,40.19,63.13,50.6,46.2
2019.09.24 02:08:08,34.66,40.19,63.13,50.6,46.2
2019.09.24 02:13:08,34.66,40.19,63.13,50.6,46.2
2019.09.24 02:18:09,34.66,40.19,63.13,50.6,46.2
2019.09.24 02:23:08,34.66,40.19,63.13,50.6,46.2
2019.09.24 02:28:08,34.66,40.19,63.13,50.6,46.2
2019.09.24 02:33:08,34.67,40.72,63.14,50.57,46.2
2019.09.24 02:38:08,34.67,40.72,63.14,50.57,46.2
2019.09.24 02:43:08,34.67,40.72,63.14,50.57,46.2
2019.09.24 02:48:08,34.67,40.72,63.14,50.57,46.2
2019.09.24 02:53:08,34.67,40.72,63.14,50.57,46.2
2019.09.24 02:58:08,34.67,40.72,63.14,50.57,46.2
2019.09.24 03:03:09,34.67,40.68,63.09,50.57,46.16
2019.09.24 03:08:08,34.67,40.68,63.09,50.57,46.16
2019.09.24 03:13:08,34.67,40.68,63.09,50.57,46.16
2019.09.24 03:18:08,34.67,40.68,63.09,50.57,46.16
2019.09.24 03:23:08,34.67,40.68,63.09,50.57,46.16
2019.09.24 03:28:08,34.67,40.68,63.09,50.57,46.16
2019.09.24 03:33:08,34.67,40.68,63.09,50.57,46.16
2019.09.24 03:38:08,34.67,40.67,63.05,51.02,46.28
2019.09.24 03:43:08,34.67,40.67,63.05,51.02,46.28
2019.09.24 03:48:08,34.67,40.67,63.05,51.02,46.28
2019.09.24 03:53:08,34.67,40.67,63.05,51.02,46.28
2019.09.24 03:58:08,34.67,40.67,63.05,51.02,46.28
2019.09.24 04:03:09,34.67,40.67,63.05,51.02,46.28
2019.09.24 04:08:10,34.67,40.66,63.05,50.94,46.46
2019.09.24 04:13:11,34.67,40.66,63.05,50.94,46.46
2019.09.24 04:18:08,34.67,40.66,63.05,50.94,46.46
2019.09.24 04:23:08,34.67,40.66,63.05,50.94,46.46
2019.09.24 04:28:08,34.67,40.66,63.05,50.94,46.46
2019.09.24 04:33:08,34.67,40.63,63.02,51.14,46.82
2019.09.24 04:38:08,34.67,40.63,63.02,51.14,46.82
2019.09.24 04:43:08,34.67,40.63,63.02,51.14,46.82
2019.09.24 04:48:08,34.67,40.63,63.02,51.14,46.82
2019.09.24 04:53:08,34.67,40.63,63.02,51.14,46.82
2019.09.24 04:58:09,34.67,40.63,63.02,51.14,46.82
2019.09.24 05:03:08,34.67,40.64,63.29,52.53,46.88
2019.09.24 05:08:08,34.67,40.64,63.29,52.53,46.88
2019.09.24 05:13:08,34.67,40.64,63.29,52.53,46.88
2019.09.24 05:18:08,34.67,40.64,63.29,52.53,46.88
2019.09.24 05:23:11,34.67,40.64,63.29,52.53,46.88
2019.09.24 05:28:08,34.67,40.64,63.29,52.53,46.88
2019.09.24 05:33:08,34.69,40.64,63.33,52.54,46.85
2019.09.24 05:38:08,34.69,40.64,63.33,52.54,46.85
2019.09.24 05:43:08,34.69,40.64,63.33,52.54,46.85
2019.09.24 05:48:08,34.69,40.64,63.33,52.54,46.85
2019.09.24 05:53:09,34.69,40.64,63.33,52.54,46.85
2019.09.24 05:58:08,34.69,40.64,63.33,52.54,46.85
2019.09.24 06:03:08,34.68,40.64,63.37,52.86,46.87
2019.09.24 06:08:08,34.68,40.64,63.37,52.86,46.87
2019.09.24 06:13:08,34.68,40.64,63.37,52.86,46.87
2019.09.24 06:18:08,34.68,40.64,63.37,52.86,46.87
2019.09.24 06:23:08,34.68,40.64,63.37,52.86,46.87
2019.09.24 06:28:10,34.68,40.64,63.37,52.86,46.87
2019.09.24 06:33:08,34.7,40.64,63.35,52.75,46.89
2019.09.24 06:38:08,34.7,40.64,63.35,52.75,46.89
2019.09.24 06:43:09,34.7,40.64,63.35,52.75,46.89
2019.09.24 06:48:08,34.7,40.64,63.35,52.75,46.89
2019.09.24 06:53:08,34.7,40.64,63.35,52.75,46.89
2019.09.24 06:58:08,34.7,40.64,63.35,52.75,46.89
2019.09.24 07:03:08,34.7,40.55,63.35,52.87,46.9
2019.09.24 07:08:08,34.7,40.55,63.35,52.87,46.9
2019.09.24 07:13:08,34.7,40.55,63.35,52.87,46.9
2019.09.24 07:18:08,34.7,40.55,63.35,52.87,46.9
2019.09.24 07:23:08,34.7,40.55,63.35,52.87,46.9
2019.09.24 07:28:08,34.7,40.55,63.35,52.87,46.9
2019.09.24 07:33:08,34.69,40.55,63.36,52.93,46.91
2019.09.24 07:38:09,34.69,40.55,63.36,52.93,46.91
2019.09.24 07:43:08,34.69,40.55,63.36,52.93,46.91
2019.09.24 07:48:08,34.69,40.55,63.36,52.93,46.91
2019.09.24 07:53:08,34.69,40.55,63.36,52.93,46.91
2019.09.24 07:58:08,34.69,40.55,63.36,52.93,46.91
2019.09.24 08:03:08,34.69,40.56,63.54,52.9,46.9
2019.09.24 08:08:08,34.69,40.56,63.54,52.9,46.9
2019.09.24 08:13:08,34.69,40.56,63.54,52.9,46.9
2019.09.24 08:18:08,34.69,40.56,63.54,52.9,46.9
2019.09.24 08:23:08,34.69,40.56,63.54,52.9,46.9
2019.09.24 08:28:08,34.69,40.56,63.54,52.9,46.9
2019.09.24 08:33:08,34.69,40.57,63.39,53.06,46.99
2019.09.24 08:38:09,34.69,40.57,63.39,53.06,46.99
2019.09.24 08:43:08,34.69,40.57,63.39,53.06,46.99
2019.09.24 08:48:08,34.69,40.57,63.39,53.06,46.99
2019.09.24 08:53:08,34.69,40.57,63.39,53.06,46.99
2019.09.24 08:58:08,34.69,40.57,63.39,53.06,46.99
2019.09.24 09:03:08,34.69,40.57,63.39,53.06,46.99
2019.09.24 09:08:08,34.69,40.57,63.33,53.19,46.97
2019.09.24 09:13:08,34.69,40.57,63.33,53.19,46.97
2019.09.24 09:18:08,34.69,40.57,63.33,53.19,46.97
2019.09.24 09:23:08,34.69,40.57,63.33,53.19,46.97
2019.09.24 09:28:08,34.69,40.57,63.33,53.19,46.97
2019.09.24 09:33:09,34.7,40.57,63.13,53.13,46.95
2019.09.24 09:38:08,34.7,40.57,63.13,53.13,46.95
2019.09.24 09:43:08,34.7,40.57,63.13,53.13,46.95
2019.09.24 09:48:08,34.7,40.57,63.13,53.13,46.95
2019.09.24 09:53:08,34.7,40.57,63.13,53.13,46.95
2019.09.24 09:58:08,34.7,40.57,63.13,53.13,46.95
2019.09.24 10:03:08,34.69,40.64,63.15,53.19,46.98
2019.09.24 10:08:08,34.69,40.64,63.15,53.19,46.98
2019.09.24 10:13:08,34.69,40.64,63.15,53.19,46.98
2019.09.24 10:18:08,34.69,40.64,63.15,53.19,46.98
2019.09.24 10:23:08,34.69,40.64,63.15,53.19,46.98
2019.09.24 10:28:09,34.69,40.64,63.15,53.19,46.98
2019.09.24 10:33:08,34.55,40.51,63.21,53.16,47.03
2019.09.24 10:38:08,34.55,40.51,63.21,53.16,47.03
2019.09.24 10:43:08,34.55,40.51,63.21,53.16,47.03
2019.09.24 10:48:08,34.55,40.51,63.21,53.16,47.03
2019.09.24 10:53:08,34.55,40.51,63.21,53.16,47.03
2019.09.24 10:58:08,34.55,40.51,63.21,53.16,47.03
2019.09.24 11:03:08,34.59,40.01,63.03,53.14,47.19
2019.09.24 11:08:08,34.59,40.01,63.03,53.14,47.19
2019.09.24 11:13:08,34.59,40.01,63.03,53.14,47.19
2019.09.24 11:18:08,34.59,40.01,63.03,53.14,47.19
2019.09.24 11:23:09,34.59,40.01,63.03,53.14,47.19
2019.09.24 11:28:08,34.59,40.01,63.03,53.14,47.19
2019.09.24 11:33:08,34.73,40.0,63.07,53.11,47.14
2019.09.24 11:38:08,34.73,40.0,63.07,53.11,47.14
2019.09.24 11:43:08,34.73,40.0,63.07,53.11,47.14
2019.09.24 11:48:08,34.73,40.0,63.07,53.11,47.14
2019.09.24 11:53:08,34.73,40.0,63.07,53.11,47.14
2019.09.24 11:58:08,34.73,40.0,63.07,53.11,47.14
2019.09.24 12:03:08,34.63,39.93,63.19,53.09,47.18
2019.09.24 12:08:08,34.63,39.93,63.19,53.09,47.18
2019.09.24 12:13:08,34.63,39.93,63.19,53.09,47.18
2019.09.24 12:18:12,34.63,39.93,63.19,53.09,47.18
2019.09.24 12:23:08,34.63,39.93,63.19,53.09,47.18
2019.09.24 12:28:08,34.63,39.93,63.19,53.09,47.18
2019.09.24 12:33:08,34.58,40.12,63.29,53.74,47.31
2019.09.24 12:38:08,34.58,40.12,63.29,53.74,47.31
2019.09.24 12:43:08,34.58,40.12,63.29,53.74,47.31
2019.09.24 12:48:08,34.58,40.12,63.29,53.74,47.31
2019.09.24 12:53:08,34.58,40.12,63.29,53.74,47.31
2019.09.24 12:58:08,34.58,40.12,63.29,53.74,47.31
2019.09.24 13:03:09,34.65,40.83,63.29,53.87,47.32
2019.09.24 13:08:08,34.65,40.83,63.29,53.87,47.32
2019.09.24 13:13:08,34.65,40.83,63.29,53.87,47.32
2019.09.24 13:18:08,34.65,40.83,63.29,53.87,47.32
2019.09.24 13:23:08,34.65,40.83,63.29,53.87,47.32
2019.09.24 13:28:08,34.65,40.83,63.29,53.87,47.32
2019.09.24 13:33:08,34.71,41.47,63.45,53.99,47.23
2019.09.24 13:38:08,34.71,41.47,63.45,53.99,47.23
2019.09.24 13:43:08,34.71,41.47,63.45,53.99,47.23
2019.09.24 13:48:09,34.71,41.47,63.45,53.99,47.23
2019.09.24 13:53:08,34.71,41.47,63.45,53.99,47.23
2019.09.24 13:58:08,34.71,41.47,63.45,53.99,47.23
2019.09.24 14:03:08,34.74,40.6,63.41,53.99,46.72
2019.09.24 14:08:08,34.74,40.6,63.41,53.99,46.72
2019.09.24 14:13:08,34.74,40.6,63.41,53.99,46.72
2019.09.24 14:18:08,34.74,40.6,63.41,53.99,46.72
2019.09.24 14:23:08,34.74,40.6,63.41,53.99,46.72
2019.09.24 14:28:09,34.74,40.6,63.41,53.99,46.72
2019.09.24 14:33:08,34.72,40.58,63.43,53.86,46.98
2019.09.24 14:38:08,34.72,40.58,63.43,53.86,46.98
2019.09.24 14:43:08,34.72,40.58,63.43,53.86,46.98
2019.09.24 14:48:08,34.72,40.58,63.43,53.86,46.98
2019.09.24 14:53:08,34.72,40.58,63.43,53.86,46.98
2019.09.24 14:58:08,34.72,40.58,63.43,53.86,46.98
2019.09.24 15:03:08,34.72,40.59,63.36,53.92,47.04
2019.09.24 15:08:08,34.72,40.59,63.36,53.92,47.04
2019.09.24 15:13:09,34.72,40.59,63.36,53.92,47.04
2019.09.24 15:18:08,34.72,40.59,63.36,53.92,47.04
2019.09.24 15:23:08,34.72,40.59,63.36,53.92,47.04
2019.09.24 15:28:08,34.72,40.59,63.36,53.92,47.04
2019.09.24 15:33:08,34.7,40.52,63.15,54.11,46.95
2019.09.24 15:38:08,34.7,40.52,63.15,54.11,46.95
2019.09.24 15:43:08,34.7,40.52,63.15,54.11,46.95
2019.09.24 15:48:11,34.7,40.52,63.15,54.11,46.95
2019.09.24 15:53:08,34.7,40.52,63.15,54.11,46.95
2019.09.24 15:58:09,34.7,40.52,63.15,54.11,46.95
2019.09.24 16:03:08,34.64,40.45,63.17,54.06,46.93
2019.09.24 16:08:08,34.64,40.45,63.17,54.06,46.93
2019.09.24 16:13:09,34.64,40.45,63.17,54.06,46.93
2019.09.24 16:18:08,34.64,40.45,63.17,54.06,46.93
2019.09.24 16:23:08,34.64,40.45,63.17,54.06,46.93
2019.09.24 16:28:09,34.64,40.45,63.17,54.06,46.93
2019.09.24 16:33:08,34.64,40.45,63.17,54.06,46.93
2019.09.24 16:38:08,34.47,40.51,63.21,54.19,46.48
2019.09.24 16:43:08,34.47,40.51,63.21,54.19,46.48
2019.09.24 16:48:09,34.47,40.51,63.21,54.19,46.48
2019.09.24 16:53:08,34.47,40.51,63.21,54.19,46.48
2019.09.24 16:58:08,34.47,40.51,63.21,54.19,46.48
2019.09.24 17:03:08,34.47,40.51,63.21,54.19,46.48
2019.09.24 17:08:08,34.54,40.35,63.44,54.44,46.08
2019.09.24 17:13:08,34.54,40.35,63.44,54.44,46.08
2019.09.24 17:18:08,34.54,40.35,63.44,54.44,46.08
2019.09.24 17:23:08,34.54,40.35,63.44,54.44,46.08
2019.09.24 17:28:08,34.54,40.35,63.44,54.44,46.08
2019.09.24 17:33:09,34.59,40.49,63.41,54.7,46.26
2019.09.24 17:38:08,34.59,40.49,63.41,54.7,46.26
2019.09.24 17:43:08,34.59,40.49,63.41,54.7,46.26
2019.09.24 17:48:08,34.59,40.49,63.41,54.7,46.26
2019.09.24 17:53:11,34.59,40.49,63.41,54.7,46.26
2019.09.24 17:58:09,34.59,40.49,63.41,54.7,46.26
2019.09.24 18:03:08,34.59,40.56,63.32,54.79,46.08
2019.09.24 18:08:08,34.59,40.56,63.32,54.79,46.08
2019.09.24 18:13:08,34.59,40.56,63.32,54.79,46.08
2019.09.24 18:18:08,34.59,40.56,63.32,54.79,46.08
2019.09.24 18:23:08,34.59,40.56,63.32,54.79,46.08
2019.09.24 18:28:08,34.59,40.56,63.32,54.79,46.08
2019.09.24 18:33:08,34.59,40.48,63.53,55.39,45.82
2019.09.24 18:38:08,34.59,40.48,63.53,55.39,45.82
2019.09.24 18:43:08,34.59,40.48,63.53,55.39,45.82
2019.09.24 18:48:08,34.59,40.48,63.53,55.39,45.82
2019.09.24 18:53:09,34.59,40.48,63.53,55.39,45.82
2019.09.24 18:58:08,34.59,40.48,63.53,55.39,45.82
2019.09.24 19:03:08,34.54,40.06,63.46,55.13,45.19
2019.09.24 19:08:08,34.54,40.06,63.46,55.13,45.19
2019.09.24 19:13:08,34.54,40.06,63.46,55.13,45.19
2019.09.24 19:18:08,34.54,40.06,63.46,55.13,45.19
2019.09.24 19:23:08,34.54,40.06,63.46,55.13,45.19
2019.09.24 19:28:08,34.54,40.06,63.46,55.13,45.19
2019.09.24 19:33:09,34.57,40.31,63.52,56.0,44.97
2019.09.24 19:38:08,34.57,40.31,63.52,56.0,44.97
2019.09.24 19:43:08,34.57,40.31,63.52,56.0,44.97
2019.09.24 19:48:08,34.57,40.31,63.52,56.0,44.97
2019.09.24 19:53:08,34.57,40.31,63.52,56.0,44.97
2019.09.24 19:58:10,34.57,40.31,63.52,56.0,44.97
2019.09.24 20:03:08,34.56,40.1,63.15,57.41,44.12
2019.09.24 20:08:08,34.56,40.1,63.15,57.41,44.12
2019.09.24 20:13:08,34.56,40.1,63.15,57.41,44.12
2019.09.24 20:18:08,34.56,40.1,63.15,57.41,44.12
2019.09.24 20:23:08,34.56,40.1,63.15,57.41,44.12
2019.09.24 20:28:08,34.56,40.1,63.15,57.41,44.12
2019.09.24 20:33:09,34.29,39.95,63.1,58.08,43.83
2019.09.24 20:38:08,34.29,39.95,63.1,58.08,43.83
2019.09.24 20:43:08,34.29,39.95,63.1,58.08,43.83
2019.09.24 20:48:08,34.29,39.95,63.1,58.08,43.83
2019.09.24 20:53:08,34.29,39.95,63.1,58.08,43.83
2019.09.24 20:58:08,34.29,39.95,63.1,58.08,43.83
2019.09.24 21:03:08,34.3,40.14,63.12,58.43,43.72
2019.09.24 21:08:08,34.3,40.14,63.12,58.43,43.72
2019.09.24 21:13:08,34.3,40.14,63.12,58.43,43.72
2019.09.24 21:18:08,34.3,40.14,63.12,58.43,43.72
2019.09.24 21:23:09,34.3,40.14,63.12,58.43,43.72
2019.09.24 21:28:08,34.3,40.14,63.12,58.43,43.72
2019.09.24 21:33:08,34.55,40.06,63.51,55.6,44.27
2019.09.24 21:38:08,34.55,40.06,63.51,55.6,44.27
2019.09.24 21:43:08,34.55,40.06,63.51,55.6,44.27
2019.09.24 21:48:08,34.55,40.06,63.51,55.6,44.27
2019.09.24 21:53:08,34.55,40.06,63.51,55.6,44.27
2019.09.24 21:58:08,34.55,40.06,63.51,55.6,44.27
2019.09.24 22:03:08,34.39,39.82,63.51,56.82,43.49
2019.09.24 22:08:09,34.39,39.82,63.51,56.82,43.49
2019.09.24 22:13:08,34.39,39.82,63.51,56.82,43.49
2019.09.24 22:18:08,34.39,39.82,63.51,56.82,43.49
2019.09.24 22:23:08,34.39,39.82,63.51,56.82,43.49
2019.09.24 22:28:08,34.39,39.82,63.51,56.82,43.49
2019.09.24 22:33:08,34.3,39.68,63.52,56.89,43.47
2019.09.24 22:38:08,34.3,39.68,63.52,56.89,43.47
2019.09.24 22:43:15,34.3,39.68,63.52,56.89,43.47
2019.09.24 22:48:16,34.3,39.68,63.52,56.89,43.47
2019.09.24 22:53:10,34.3,39.68,63.52,56.89,43.47
2019.09.24 22:58:08,34.3,39.68,63.52,56.89,43.47
2019.09.24 23:03:22,34.2,39.82,63.51,57.31,43.59
2019.09.24 23:08:08,34.2,39.82,63.51,57.31,43.59
2019.09.24 23:13:08,34.2,39.82,63.51,57.31,43.59
2019.09.24 23:18:08,34.2,39.82,63.51,57.31,43.59
2019.09.24 23:23:08,34.2,39.82,63.51,57.31,43.59
2019.09.24 23:28:08,34.2,39.82,63.51,57.31,43.59
2019.09.24 23:33:08,34.12,39.85,63.51,57.28,43.62
2019.09.24 23:38:08,34.12,39.85,63.51,57.28,43.62
2019.09.24 23:43:08,34.12,39.85,63.51,57.28,43.62
2019.09.24 23:48:08,34.12,39.85,63.51,57.28,43.62
2019.09.24 23:53:08,34.12,39.85,63.51,57.28,43.62
2019.09.24 23:58:09,34.12,39.85,63.51,57.28,43.62
2019.09.25 00:03:08,34.2,39.64,63.51,57.48,43.83
